word,word_count,rank
abc,8,3149.0
lacee,8,3149.0
formed,8,3149.0
olga,8,3149.0
assault,8,3149.0
flavored,8,3149.0
fiduciary,8,3149.0
roybal,8,3149.0
ceo,8,3149.0
mechanism,8,3149.0
continuity,8,3149.0
solidarity,8,3149.0
truth,8,3149.0
female,8,3149.0
timothy,8,3149.0
happens,8,3149.0
unsatisfactory,8,3149.0
aldama,8,3149.0
attain,8,3149.0
northridge,8,3149.0
pregnant,8,3149.0
wage,8,3149.0
perspective,8,3149.0
las,8,3149.0
incoming,8,3149.0
host,8,3149.0
charges,8,3149.0
postponement,8,3149.0
perpupil,8,3149.0
raiseup,8,3149.0
commits,8,3149.0
alvarez,8,3149.0
leaving,8,3149.0
outofschool,8,3149.0
teenagers,8,3149.0
sue,8,3149.0
prioritization,8,3149.0
willful,8,3149.0
urged,8,3149.0
evidenced,8,3149.0
lottholland,8,3149.0
duties,8,3149.0
intervene,8,3149.0
defiance,8,3149.0
themes,8,3149.0
waite,8,3149.0
realty,8,3149.0
guiding,8,3149.0
yvonne,8,3149.0
producing,8,3149.0
shift,8,3149.0
abusive,8,3149.0
pacoima,8,3149.0
addresses,8,3149.0
dissemination,8,3149.0
wisely,8,3149.0
bookman,8,3149.0
symposium,8,3149.0
erate,8,3149.0
gain,7,3413.0
overturning,7,3413.0
entirely,7,3413.0
super,7,3413.0
tardy,7,3413.0
solely,7,3413.0
concentrations,7,3413.0
workshops,7,3413.0
distinct,7,3413.0
overcrowding,7,3413.0
overwhelming,7,3413.0
proactive,7,3413.0
councilperson,7,3413.0
larchmont,7,3413.0
endeavor,7,3413.0
earlier,7,3413.0
regularly,7,3413.0
origin,7,3413.0
peterson,7,3413.0
influx,7,3413.0
elena,7,3413.0
proposes,7,3413.0
ratings,7,3413.0
highlighting,7,3413.0
conditioning,7,3413.0
sedgwick,7,3413.0
mcalister,7,3413.0
exams,7,3413.0
punitive,7,3413.0
villa,7,3413.0
handbook,7,3413.0
road,7,3413.0
towery,7,3413.0
emily,7,3413.0
plaintiffs,7,3413.0
mayra,7,3413.0
nurturing,7,3413.0
permitted,7,3413.0
ruth,7,3413.0
lugo,7,3413.0
hire,7,3413.0
sets,7,3413.0
torrero,7,3413.0
pension,7,3413.0
donate,7,3413.0
grown,7,3413.0
zip,7,3413.0
ap,7,3413.0
nondiscrimination,7,3413.0
midcity,7,3413.0
robak,7,3413.0
essentials,7,3413.0
aged,7,3413.0
escobedo,7,3413.0
desires,7,3413.0
textbooks,7,3413.0
medicine,7,3413.0
negatively,7,3413.0
brain,7,3413.0
sonja,7,3413.0
efficiency,7,3413.0
consisting,7,3413.0
frameworks,7,3413.0
raising,7,3413.0
independence,7,3413.0
gardena,7,3413.0
helped,7,3413.0
entity,7,3413.0
restrict,7,3413.0
degrees,7,3413.0
fellow,7,3413.0
poindexter,7,3413.0
post,7,3413.0
authorities,7,3413.0
convocation,7,3413.0
katal,7,3413.0
disruption,7,3413.0
attitudes,7,3413.0
deter,7,3413.0
cohort,7,3413.0
fight,7,3413.0
extending,7,3413.0
chicano,7,3413.0
phases,7,3413.0
simple,7,3413.0
leslie,7,3413.0
valuable,7,3413.0
focuses,7,3413.0
threeyear,7,3413.0
shannon,7,3413.0
steering,7,3413.0
offenses,7,3413.0
salazar,7,3413.0
mora,7,3413.0
centralized,7,3413.0
broadband,7,3413.0
fratz,7,3413.0
ld,7,3413.0
diseases,7,3413.0
expedite,7,3413.0
son,7,3413.0
spindler,7,3413.0
lawsuits,7,3413.0
awarding,7,3413.0
delaying,7,3413.0
tested,7,3413.0
guadalupe,7,3413.0
einstein,7,3413.0
ethic,7,3413.0
revolution,7,3413.0
places,7,3413.0
leave,7,3413.0
rest,7,3413.0
represents,7,3413.0
oliver,7,3413.0
weston,7,3413.0
prescribed,7,3413.0
earning,7,3413.0
chang,7,3413.0
decisionmaker,7,3413.0
ss,7,3413.0
renew,7,3413.0
fee,7,3413.0
anniversary,7,3413.0
activist,7,3413.0
affirmed,7,3413.0
merge,7,3413.0
drastic,7,3413.0
proclaim,7,3413.0
accommodations,7,3413.0
clarified,7,3413.0
karina,7,3413.0
refunding,7,3413.0
league,7,3413.0
assignments,7,3413.0
weekly,7,3413.0
adjustment,7,3413.0
reforms,7,3413.0
transmission,7,3413.0
urgent,7,3413.0
mandarin,7,3413.0
managing,7,3413.0
deviate,7,3413.0
celebrated,7,3413.0
progressive,7,3413.0
dramatically,7,3413.0
adriana,7,3413.0
assets,7,3413.0
recreation,7,3413.0
deferrals,7,3413.0
spears,7,3413.0
subsequently,7,3413.0
unacceptable,7,3413.0
expect,7,3413.0
outdated,7,3413.0
benchmark,7,3413.0
congresswoman,7,3413.0
presents,7,3413.0
wilson,7,3413.0
cities,7,3413.0
receives,7,3413.0
tiered,7,3413.0
belmont,7,3413.0
dean,7,3413.0
advantages,7,3413.0
trustee,7,3413.0
englishlanguage,7,3413.0
sit,7,3413.0
dealing,7,3413.0
earned,7,3413.0
acted,7,3413.0
honored,7,3413.0
castro,7,3413.0
drew,7,3413.0
auto,7,3413.0
rooted,7,3413.0
eating,7,3413.0
types,7,3413.0
composition,7,3413.0
furutani,7,3413.0
ew,7,3413.0
palmati,7,3413.0
along,7,3413.0
wear,7,3413.0
redress,7,3413.0
rios,7,3413.0
stage,7,3413.0
map,7,3413.0
pool,7,3413.0
carla,7,3413.0
congressman,7,3413.0
lucille,7,3413.0
dialogue,7,3413.0
dominguez,7,3413.0
urging,7,3413.0
fill,7,3413.0
pose,7,3413.0
exploring,7,3413.0
prioritizes,7,3413.0
u,7,3413.0
completing,7,3413.0
schooling,7,3413.0
interview,7,3413.0
newman,7,3413.0
sent,7,3413.0
impacting,7,3413.0
zamora,7,3413.0
inouye,7,3413.0
dispute,7,3413.0
patterns,7,3413.0
rick,7,3413.0
leads,7,3413.0
communitys,7,3413.0
store,7,3413.0
connections,7,3413.0
embrace,7,3413.0
khazei,7,3413.0
uplift,7,3413.0
underground,7,3413.0
overcrowded,7,3413.0
river,7,3413.0
greatly,7,3413.0
cardinal,7,3413.0
colocations,7,3413.0
sequestration,7,3413.0
joel,7,3413.0
autistic,7,3413.0
leonard,7,3413.0
neutral,7,3413.0
incentives,7,3413.0
dan,7,3413.0
random,7,3413.0
congestion,7,3413.0
polacheck,7,3413.0
scientific,7,3413.0
democracy,7,3413.0
commenced,7,3413.0
cornerstone,7,3413.0
avoid,7,3413.0
smaller,7,3413.0
specify,7,3413.0
mo,7,3413.0
reimbursements,7,3413.0
cultures,7,3413.0
drinks,7,3413.0
dated,7,3413.0
device,7,3413.0
edison,7,3413.0
wait,7,3413.0
cleveland,7,3413.0
pro,7,3413.0
berendo,7,3413.0
monroe,7,3413.0
sustain,7,3413.0
vasquez,7,3413.0
dana,7,3413.0
gabriel,7,3413.0
esea,7,3413.0
gifts,7,3413.0
awards,7,3413.0
amending,7,3413.0
escudero,7,3413.0
caps,7,3413.0
depression,7,3413.0
underfunded,7,3413.0
referral,7,3413.0
shorten,7,3413.0
cross,7,3413.0
impede,7,3413.0
ninth,7,3413.0
judicial,7,3413.0
decades,7,3413.0
stronger,7,3413.0
stock,7,3413.0
powers,7,3413.0
demonstrating,7,3413.0
lapd,7,3413.0
aggregate,7,3413.0
asbestos,7,3413.0
traffic,7,3413.0
republicans,7,3413.0
oppose,7,3413.0
thought,7,3413.0
envisioned,7,3413.0
exists,7,3413.0
chairman,7,3413.0
earl,7,3413.0
thematic,7,3413.0
substance,7,3413.0
baccalaureate,7,3413.0
nicole,7,3413.0
connecting,7,3413.0
owned,7,3413.0
manage,7,3413.0
trainings,7,3413.0
rationale,7,3413.0
market,7,3413.0
discussing,7,3413.0
contains,7,3413.0
enhancement,7,3413.0
socalgas,7,3413.0
guerrero,7,3413.0
prioritized,7,3413.0
x,7,3413.0
speed,7,3413.0
repeat,7,3413.0
menu,7,3413.0
club,7,3413.0
venice,7,3413.0
clerical,7,3413.0
emma,7,3413.0
cards,7,3413.0
dsa,7,3413.0
shorter,7,3413.0
wash,7,3413.0
divisions,7,3413.0
informative,7,3413.0
turf,7,3413.0
citations,7,3413.0
daisy,7,3413.0
woodson,7,3413.0
schwarzenegger,7,3413.0
contained,7,3413.0
nutritional,7,3413.0
trucking,7,3413.0
persistent,7,3413.0
carry,7,3413.0
parameters,7,3413.0
tables,7,3413.0
faces,7,3413.0
dismissals,7,3413.0
cofounder,7,3413.0
rising,7,3413.0
profound,7,3413.0
lydia,7,3413.0
reyes,7,3413.0
ira,7,3413.0
karla,7,3413.0
limitation,7,3413.0
easily,7,3413.0
monique,7,3413.0
decade,6,3754.0
arra,6,3754.0
accommodation,6,3754.0
agents,6,3754.0
jean,6,3754.0
ann,6,3754.0
termination,6,3754.0
replacing,6,3754.0
document,6,3754.0
estimate,6,3754.0
lloyd,6,3754.0
cook,6,3754.0
restoring,6,3754.0
kv,6,3754.0
reliable,6,3754.0
financially,6,3754.0
frequency,6,3754.0
consolidation,6,3754.0
memorial,6,3754.0
educations,6,3754.0
discovery,6,3754.0
winners,6,3754.0
element,6,3754.0
valid,6,3754.0
nonbinary,6,3754.0
aide,6,3754.0
signals,6,3754.0
launch,6,3754.0
sde,6,3754.0
internship,6,3754.0
plating,6,3754.0
larry,6,3754.0
quarter,6,3754.0
metric,6,3754.0
ortizfranklin,6,3754.0
collegegoing,6,3754.0
dwp,6,3754.0
embraced,6,3754.0
ribbon,6,3754.0
belief,6,3754.0
carson,6,3754.0
solid,6,3754.0
applauds,6,3754.0
worksite,6,3754.0
wishing,6,3754.0
talents,6,3754.0
sometimes,6,3754.0
berman,6,3754.0
reside,6,3754.0
horizon,6,3754.0
festibanda,6,3754.0
extraordinary,6,3754.0
trying,6,3754.0
palace,6,3754.0
fullycredentialed,6,3754.0
subsidies,6,3754.0
provisional,6,3754.0
councils,6,3754.0
transform,6,3754.0
surrounding,6,3754.0
message,6,3754.0
ondemand,6,3754.0
sanitary,6,3754.0
uprr,6,3754.0
dolores,6,3754.0
transformed,6,3754.0
capture,6,3754.0
exceeds,6,3754.0
delivering,6,3754.0
try,6,3754.0
jurisdiction,6,3754.0
counterparts,6,3754.0
learns,6,3754.0
executed,6,3754.0
lahsa,6,3754.0
acknowledge,6,3754.0
janet,6,3754.0
broaden,6,3754.0
educates,6,3754.0
thirteen,6,3754.0
assessed,6,3754.0
technological,6,3754.0
win,6,3754.0
walgrove,6,3754.0
unaudited,6,3754.0
codesuniforms,6,3754.0
employing,6,3754.0
puts,6,3754.0
ted,6,3754.0
onsite,6,3754.0
middleton,6,3754.0
chatsworth,6,3754.0
economically,6,3754.0
disorders,6,3754.0
reelected,6,3754.0
consequences,6,3754.0
authorizer,6,3754.0
strength,6,3754.0
yearly,6,3754.0
uninterrupted,6,3754.0
entertainment,6,3754.0
talent,6,3754.0
accomplishment,6,3754.0
roots,6,3754.0
push,6,3754.0
trade,6,3754.0
computing,6,3754.0
neediest,6,3754.0
struggled,6,3754.0
traditions,6,3754.0
strongest,6,3754.0
meaning,6,3754.0
trace,6,3754.0
winter,6,3754.0
graham,6,3754.0
gradelevel,6,3754.0
inner,6,3754.0
facetoface,6,3754.0
commemorated,6,3754.0
underway,6,3754.0
purchases,6,3754.0
bleachers,6,3754.0
countless,6,3754.0
septemberoctober,6,3754.0
covers,6,3754.0
diego,6,3754.0
inception,6,3754.0
irca,6,3754.0
bylaws,6,3754.0
coupled,6,3754.0
qualifying,6,3754.0
freeman,6,3754.0
nominating,6,3754.0
theatre,6,3754.0
barry,6,3754.0
born,6,3754.0
fun,6,3754.0
bicycle,6,3754.0
rich,6,3754.0
measured,6,3754.0
proud,6,3754.0
demonstrates,6,3754.0
incidental,6,3754.0
verbal,6,3754.0
late,6,3754.0
leverages,6,3754.0
southeast,6,3754.0
cde,6,3754.0
valueadded,6,3754.0
melvin,6,3754.0
goldbergs,6,3754.0
roybalallard,6,3754.0
intermediaries,6,3754.0
proposing,6,3754.0
reinvestment,6,3754.0
chaired,6,3754.0
esther,6,3754.0
gil,6,3754.0
strives,6,3754.0
minors,6,3754.0
horton,6,3754.0
waiting,6,3754.0
companies,6,3754.0
leaves,6,3754.0
consulate,6,3754.0
jimenez,6,3754.0
avalon,6,3754.0
imperative,6,3754.0
conversations,6,3754.0
eventual,6,3754.0
programming,6,3754.0
something,6,3754.0
enthusiasm,6,3754.0
padres,6,3754.0
francis,6,3754.0
cathy,6,3754.0
dairy,6,3754.0
cooper,6,3754.0
die,6,3754.0
lucas,6,3754.0
cooperation,6,3754.0
holdings,6,3754.0
affiliation,6,3754.0
properly,6,3754.0
________________________________,6,3754.0
restricted,6,3754.0
disaggregated,6,3754.0
generates,6,3754.0
fine,6,3754.0
audits,6,3754.0
conversation,6,3754.0
beliefs,6,3754.0
definitive,6,3754.0
semillas,6,3754.0
attempt,6,3754.0
bay,6,3754.0
concentration,6,3754.0
blowout,6,3754.0
sm,6,3754.0
forums,6,3754.0
douglas,6,3754.0
moment,6,3754.0
utilities,6,3754.0
eva,6,3754.0
rivas,6,3754.0
differentials,6,3754.0
neil,6,3754.0
lawson,6,3754.0
went,6,3754.0
specified,6,3754.0
operator,6,3754.0
benjamin,6,3754.0
tasks,6,3754.0
evident,6,3754.0
provider,6,3754.0
substitutes,6,3754.0
governed,6,3754.0
ramn,6,3754.0
layoff,6,3754.0
trujillo,6,3754.0
charles,6,3754.0
republican,6,3754.0
cr,6,3754.0
produced,6,3754.0
pell,6,3754.0
reservations,6,3754.0
muir,6,3754.0
renewable,6,3754.0
estimates,6,3754.0
unpaid,6,3754.0
strive,6,3754.0
psychological,6,3754.0
trauma,6,3754.0
comcasts,6,3754.0
ground,6,3754.0
escalante,6,3754.0
relating,6,3754.0
commissioned,6,3754.0
calabash,6,3754.0
alleged,6,3754.0
dixon,6,3754.0
heightened,6,3754.0
streamlining,6,3754.0
articles,6,3754.0
farm,6,3754.0
moderate,6,3754.0
founded,6,3754.0
tusd,6,3754.0
investigate,6,3754.0
consequently,6,3754.0
carrillo,6,3754.0
coursework,6,3754.0
lasp,6,3754.0
aligns,6,3754.0
sequence,6,3754.0
alameda,6,3754.0
rg,6,3754.0
virginia,6,3754.0
retaining,6,3754.0
respondents,6,3754.0
restrooms,6,3754.0
ccr,6,3754.0
rebates,6,3754.0
avenues,6,3754.0
roundtable,6,3754.0
injury,6,3754.0
carol,6,3754.0
depends,6,3754.0
cunningham,6,3754.0
obtaining,6,3754.0
self,6,3754.0
outlook,6,3754.0
inclusiveness,6,3754.0
decreased,6,3754.0
corresponding,6,3754.0
butane,6,3754.0
piloting,6,3754.0
liquid,6,3754.0
prevalence,6,3754.0
zones,6,3754.0
retreat,6,3754.0
boardapproved,6,3754.0
father,6,3754.0
alaniz,6,3754.0
curb,6,3754.0
jorge,6,3754.0
subgroup,6,3754.0
repairs,6,3754.0
louie,6,3754.0
skilled,6,3754.0
wested,6,3754.0
cell,6,3754.0
analyzing,6,3754.0
wellrounded,6,3754.0
regards,6,3754.0
hired,6,3754.0
librarians,6,3754.0
japanese,6,3754.0
census,6,3754.0
vehicle,6,3754.0
cristina,6,3754.0
parra,6,3754.0
wallace,6,3754.0
reserves,6,3754.0
reviewing,6,3754.0
prejudice,6,3754.0
problemsolving,6,3754.0
inskeep,6,3754.0
canty,6,3754.0
religious,6,3754.0
linguistic,6,3754.0
rti,6,3754.0
statistics,6,3754.0
dennis,6,3754.0
pappas,6,3754.0
adjourn,6,3754.0
aldana,6,3754.0
backlogged,6,3754.0
everyday,6,3754.0
miles,6,3754.0
competent,6,3754.0
divided,6,3754.0
achievements,6,3754.0
authentic,6,3754.0
fulfill,6,3754.0
keeley,6,3754.0
arnold,6,3754.0
legislatures,6,3754.0
staffed,6,3754.0
identifies,6,3754.0
conservatory,6,3754.0
hyang,6,3754.0
ko,6,3754.0
streets,6,3754.0
federally,6,3754.0
elliot,6,3754.0
deeply,6,3754.0
blocking,6,3754.0
lakeview,6,3754.0
recover,6,3754.0
ie,6,3754.0
commonly,6,3754.0
exploration,6,3754.0
foremost,6,3754.0
taper,6,3754.0
src,6,3754.0
westerly,6,3754.0
summit,6,3754.0
metro,6,3754.0
joining,6,3754.0
offense,6,3754.0
pertinent,6,3754.0
vast,6,3754.0
wished,6,3754.0
endeavors,6,3754.0
pointed,6,3754.0
incidence,6,3754.0
commercial,6,3754.0
reopener,6,3754.0
biliteracy,6,3754.0
ethical,6,3754.0
satisfactory,6,3754.0
sworn,6,3754.0
survivors,6,3754.0
rancho,6,3754.0
hands,6,3754.0
ravare,6,3754.0
crawford,6,3754.0
note,6,3754.0
franco,6,3754.0
apartment,6,3754.0
advise,6,3754.0
chemicals,6,3754.0
crime,6,3754.0
julie,6,3754.0
wayne,6,3754.0
alumni,6,3754.0
sierra,6,3754.0
propositions,6,3754.0
thelma,6,3754.0
discriminatory,6,3754.0
jail,6,3754.0
relies,6,3754.0
dismissed,6,3754.0
brochure,6,3754.0
prohibits,6,3754.0
stores,6,3754.0
victim,6,3754.0
conviction,6,3754.0
muncey,6,3754.0
wearing,6,3754.0
regulation,6,3754.0
eat,6,3754.0
linguistically,6,3754.0
optimist,6,3754.0
aggressive,6,3754.0
bonnie,6,3754.0
melissa,6,3754.0
schoolsite,6,3754.0
merkin,6,3754.0
immoral,6,3754.0
visible,6,3754.0
earth,6,3754.0
ineffective,6,3754.0
mla,6,3754.0
maya,6,3754.0
adjust,6,3754.0
corrections,6,3754.0
carpenter,6,3754.0
verify,6,3754.0
valor,6,3754.0
jeans,6,3754.0
interested,6,3754.0
schoology,6,3754.0
modes,6,3754.0
indepth,6,3754.0
newsom,6,3754.0
vs,6,3754.0
widely,6,3754.0
fernandez,6,3754.0
gregory,6,3754.0
sacrifice,6,3754.0
exempt,6,3754.0
tutoring,6,3754.0
photovoltaic,6,3754.0
arrest,6,3754.0
substantially,6,3754.0
functions,6,3754.0
dymally,6,3754.0
desegregation,6,3754.0
wilkes,6,3754.0
mexicanamerican,6,3754.0
night,5,4186.0
improves,5,4186.0
riddick,5,4186.0
paying,5,4186.0
managed,5,4186.0
constance,5,4186.0
tardiness,5,4186.0
proficiently,5,4186.0
ambassadors,5,4186.0
cancellation,5,4186.0
lew,5,4186.0
density,5,4186.0
coverage,5,4186.0
listening,5,4186.0
reward,5,4186.0
flight,5,4186.0
redirect,5,4186.0
proceeds,5,4186.0
front,5,4186.0
exacerbating,5,4186.0
ernesto,5,4186.0
pasadena,5,4186.0
prevail,5,4186.0
__________________,5,4186.0
calvert,5,4186.0
transforming,5,4186.0
jamie,5,4186.0
accommodated,5,4186.0
warrant,5,4186.0
reached,5,4186.0
symbol,5,4186.0
coleguterrez,5,4186.0
accessing,5,4186.0
guthrie,5,4186.0
emotionally,5,4186.0
perb,5,4186.0
duly,5,4186.0
exemption,5,4186.0
reginald,5,4186.0
bravo,5,4186.0
jc,5,4186.0
issuing,5,4186.0
incident,5,4186.0
evans,5,4186.0
frank,5,4186.0
timing,5,4186.0
capable,5,4186.0
discourse,5,4186.0
prominent,5,4186.0
bridgewater,5,4186.0
derrick,5,4186.0
reinforcing,5,4186.0
sponsored,5,4186.0
academys,5,4186.0
hubs,5,4186.0
sr,5,4186.0
anastacio,5,4186.0
cds,5,4186.0
grace,5,4186.0
irma,5,4186.0
alvaro,5,4186.0
coherent,5,4186.0
peasanchez,5,4186.0
programmatic,5,4186.0
adolescence,5,4186.0
expressly,5,4186.0
installed,5,4186.0
yields,5,4186.0
phones,5,4186.0
campaigns,5,4186.0
winning,5,4186.0
gonzales,5,4186.0
marie,5,4186.0
attendant,5,4186.0
presidential,5,4186.0
aim,5,4186.0
reminding,5,4186.0
failing,5,4186.0
evaluated,5,4186.0
tireless,5,4186.0
procedure,5,4186.0
aclu,5,4186.0
beneficial,5,4186.0
exacerbate,5,4186.0
twostory,5,4186.0
depleted,5,4186.0
reconsidered,5,4186.0
acknowledging,5,4186.0
kenneth,5,4186.0
sandoval,5,4186.0
minimal,5,4186.0
advised,5,4186.0
homeland,5,4186.0
exceptional,5,4186.0
unidos,5,4186.0
oconnell,5,4186.0
gail,5,4186.0
espie,5,4186.0
medellin,5,4186.0
successes,5,4186.0
narrow,5,4186.0
appreciated,5,4186.0
minimize,5,4186.0
sectors,5,4186.0
thereon,5,4186.0
coppinger,5,4186.0
roberts,5,4186.0
mrquez,5,4186.0
spelling,5,4186.0
prove,5,4186.0
chevron,5,4186.0
indispensable,5,4186.0
arrive,5,4186.0
think,5,4186.0
bernard,5,4186.0
proof,5,4186.0
stanford,5,4186.0
deadlines,5,4186.0
florida,5,4186.0
came,5,4186.0
ventilation,5,4186.0
isis,5,4186.0
publishing,5,4186.0
takahashi,5,4186.0
feinstein,5,4186.0
recycled,5,4186.0
mothers,5,4186.0
lasting,5,4186.0
filings,5,4186.0
houses,5,4186.0
apocalyptic,5,4186.0
onethird,5,4186.0
sept,5,4186.0
oct,5,4186.0
campos,5,4186.0
settings,5,4186.0
names,5,4186.0
credits,5,4186.0
miss,5,4186.0
fresh,5,4186.0
seconds,5,4186.0
directing,5,4186.0
hit,5,4186.0
dietary,5,4186.0
sinks,5,4186.0
dealt,5,4186.0
license,5,4186.0
rio,5,4186.0
manny,5,4186.0
register,5,4186.0
involuntary,5,4186.0
xinaxcalmecac,5,4186.0
repeated,5,4186.0
write,5,4186.0
curricular,5,4186.0
understands,5,4186.0
cleaned,5,4186.0
aaron,5,4186.0
accounts,5,4186.0
gilbert,5,4186.0
reggie,5,4186.0
reverend,5,4186.0
greening,5,4186.0
ray,5,4186.0
esquivel,5,4186.0
supervisor,5,4186.0
regions,5,4186.0
janice,5,4186.0
interfere,5,4186.0
meg,5,4186.0
redesignation,5,4186.0
americas,5,4186.0
actuals,5,4186.0
opposed,5,4186.0
paragraph,5,4186.0
facelift,5,4186.0
publically,5,4186.0
inappropriate,5,4186.0
foundational,5,4186.0
rejected,5,4186.0
unidentified,5,4186.0
stephen,5,4186.0
lasalle,5,4186.0
advocating,5,4186.0
male,5,4186.0
jeffrey,5,4186.0
inequality,5,4186.0
auction,5,4186.0
reasonably,5,4186.0
pain,5,4186.0
inquiry,5,4186.0
selfdetermination,5,4186.0
conducive,5,4186.0
cecilia,5,4186.0
theory,5,4186.0
herein,5,4186.0
anahid,5,4186.0
virtually,5,4186.0
gregg,5,4186.0
difference,5,4186.0
developerimpact,5,4186.0
julian,5,4186.0
automotive,5,4186.0
wise,5,4186.0
scale,5,4186.0
ethics,5,4186.0
streamline,5,4186.0
felony,5,4186.0
bridge,5,4186.0
pugh,5,4186.0
appointments,5,4186.0
administratively,5,4186.0
echo,5,4186.0
positives,5,4186.0
runyan,5,4186.0
samuel,5,4186.0
revisit,5,4186.0
raben,5,4186.0
methodologies,5,4186.0
shot,5,4186.0
celia,5,4186.0
accelerating,5,4186.0
explicit,5,4186.0
sari,5,4186.0
illustrate,5,4186.0
barrier,5,4186.0
eddie,5,4186.0
appointee,5,4186.0
involves,5,4186.0
jenny,5,4186.0
reflection,5,4186.0
projectbased,5,4186.0
visit,5,4186.0
democratic,5,4186.0
stepped,5,4186.0
pace,5,4186.0
sessions,5,4186.0
stephanie,5,4186.0
brian,5,4186.0
mentally,5,4186.0
naturally,5,4186.0
outline,5,4186.0
professor,5,4186.0
maximizing,5,4186.0
restitution,5,4186.0
adam,5,4186.0
summative,5,4186.0
supplement,5,4186.0
drafted,5,4186.0
referenced,5,4186.0
dont,5,4186.0
eventually,5,4186.0
cigarette,5,4186.0
frequent,5,4186.0
killed,5,4186.0
prohibited,5,4186.0
assistants,5,4186.0
randy,5,4186.0
influences,5,4186.0
protocol,5,4186.0
bungalows,5,4186.0
torre,5,4186.0
mrs,5,4186.0
embarked,5,4186.0
deleon,5,4186.0
institutes,5,4186.0
santee,5,4186.0
wilmington,5,4186.0
burton,5,4186.0
palisoc,5,4186.0
onto,5,4186.0
officially,5,4186.0
generations,5,4186.0
charts,5,4186.0
formation,5,4186.0
ralphs,5,4186.0
willing,5,4186.0
tobaccorelated,5,4186.0
vons,5,4186.0
massive,5,4186.0
ontrack,5,4186.0
engages,5,4186.0
taft,5,4186.0
vaccine,5,4186.0
transferred,5,4186.0
economics,5,4186.0
film,5,4186.0
herrera,5,4186.0
beth,5,4186.0
useful,5,4186.0
concepts,5,4186.0
practitioners,5,4186.0
rating,5,4186.0
finds,5,4186.0
statute,5,4186.0
dave,5,4186.0
onehalf,5,4186.0
bert,5,4186.0
supervisory,5,4186.0
researchbased,5,4186.0
waivers,5,4186.0
knight,5,4186.0
portions,5,4186.0
inspect,5,4186.0
felicitas,5,4186.0
jeopardy,5,4186.0
commemoration,5,4186.0
juana,5,4186.0
tdc,5,4186.0
enables,5,4186.0
closely,5,4186.0
maxine,5,4186.0
blend,5,4186.0
overarching,5,4186.0
naverareed,5,4186.0
rita,5,4186.0
ecals,5,4186.0
rivers,5,4186.0
minorities,5,4186.0
clubs,5,4186.0
youngest,5,4186.0
obese,5,4186.0
finstad,5,4186.0
drinking,5,4186.0
zella,5,4186.0
extensive,5,4186.0
guarantee,5,4186.0
millennium,5,4186.0
sound,5,4186.0
zimmers,5,4186.0
increasingly,5,4186.0
erika,5,4186.0
judgments,5,4186.0
suffering,5,4186.0
sugarsweetened,5,4186.0
webb,5,4186.0
devora,5,4186.0
shifts,5,4186.0
cabrera,5,4186.0
communicating,5,4186.0
template,5,4186.0
pathologists,5,4186.0
military,5,4186.0
leas,5,4186.0
thereto,5,4186.0
reaching,5,4186.0
vernon,5,4186.0
angles,5,4186.0
documentation,5,4186.0
reece,5,4186.0
paychecks,5,4186.0
bernstein,5,4186.0
paramount,5,4186.0
alonzo,5,4186.0
phone,5,4186.0
buy,5,4186.0
pedestrians,5,4186.0
heliotrope,5,4186.0
arne,5,4186.0
philosophy,5,4186.0
acceleration,5,4186.0
block,5,4186.0
erick,5,4186.0
architect,5,4186.0
raul,5,4186.0
ysais,5,4186.0
conclusively,5,4186.0
uphold,5,4186.0
sterritt,5,4186.0
appurtenant,5,4186.0
tiering,5,4186.0
tatevossian,5,4186.0
unequal,5,4186.0
sda,5,4186.0
christian,5,4186.0
suggestions,5,4186.0
ganas,5,4186.0
exceptions,5,4186.0
description,5,4186.0
marisol,5,4186.0
ceramics,5,4186.0
haiti,5,4186.0
incorporated,5,4186.0
baldwin,5,4186.0
cervantes,5,4186.0
solar,5,4186.0
twice,5,4186.0
additions,5,4186.0
powell,5,4186.0
travel,5,4186.0
recess,5,4186.0
relation,5,4186.0
reverse,5,4186.0
esquith,5,4186.0
rafe,5,4186.0
falls,5,4186.0
referrals,5,4186.0
faith,5,4186.0
ban,5,4186.0
mcnair,5,4186.0
likelihood,5,4186.0
nueva,5,4186.0
parrish,5,4186.0
wanding,5,4186.0
wyles,5,4186.0
institution,5,4186.0
fisher,5,4186.0
excess,5,4186.0
wraparound,5,4186.0
corner,5,4186.0
northeast,5,4186.0
mangandi,5,4186.0
stella,5,4186.0
workstreams,5,4186.0
disparate,5,4186.0
integrate,5,4186.0
lori,5,4186.0
mitchell,5,4186.0
monitors,5,4186.0
vega,5,4186.0
forrester,5,4186.0
scenarios,5,4186.0
librarian,5,4186.0
examining,5,4186.0
twain,5,4186.0
eats,5,4186.0
yielded,5,4186.0
alfredo,5,4186.0
nervous,5,4186.0
jessy,5,4186.0
rebecca,5,4186.0
reopen,5,4186.0
wifi,5,4186.0
emphasizes,5,4186.0
adjacent,5,4186.0
integrity,5,4186.0
fuentes,5,4186.0
allowance,5,4186.0
mile,5,4186.0
datadriven,5,4186.0
imagination,5,4186.0
admission,5,4186.0
sacrifices,5,4186.0
considerations,5,4186.0
credential,5,4186.0
sun,5,4186.0
actually,5,4186.0
ownership,5,4186.0
childcare,5,4186.0
designates,5,4186.0
abide,5,4186.0
burke,5,4186.0
firearms,5,4186.0
